acronym,id,name
Nr4a1,15145,"nuclear receptor subfamily 4, group A, member 1"
Hmx1,15146,H6 homeobox 1
Hmx2,15147,H6 homeobox 2
Hmx3,15148,H6 homeobox 3
Hn1,15149,hematological and neurological expressed sequence 1
Foxa1,15150,forkhead box A1
Foxa2,15151,forkhead box A2
Foxa3,15152,forkhead box A3
Hnf4a,15153,"hepatic nuclear factor 4, alpha"
Onecut1,15154,"one cut domain, family member 1"
Hnrnpc,15156,heterogeneous nuclear ribonucleoprotein C
Hnrnpa1,15157,heterogeneous nuclear ribonucleoprotein A1
Hnrnpab,15159,heterogeneous nuclear ribonucleoprotein A/B
Hnrnpk,15162,heterogeneous nuclear ribonucleoprotein K
Hnrnpl,15163,heterogeneous nuclear ribonucleoprotein L
Hoxa1,15169,homeobox A1
Hoxa10,15170,homeobox A10
Hoxa11,15171,homeobox A11
Hoxa11os,15172,"homeobox A11, opposite strand"
Hoxa2,15174,homeobox A2
Hoxa3,15175,homeobox A3
Hoxa4,15176,homeobox A4
Hoxa5,15177,homeobox A5
Hoxa6,15178,homeobox A6
Hoxa7,15179,homeobox A7
Hoxa9,15180,homeobox A9
Hoxb1,15182,homeobox B1
Hoxb13,15183,homeobox B13
Hoxb3,15185,homeobox B3
Hoxb4,15187,homeobox B4
Hoxb5,15188,homeobox B5
Hoxb6,15189,homeobox B6
Hoxb7,15190,homeobox B7
Hoxb8,15191,homeobox B8
Hoxb9,15192,homeobox B9
Hoxc12,15196,homeobox C12
Hoxc13,15197,homeobox C13
Hoxc4,15198,homeobox C4
Hoxc5,15199,homeobox C5
Hoxc6,15200,homeobox C6
Hoxc8,15201,homeobox C8
Hoxc9,15202,homeobox C9
Hoxd1,15204,homeobox D1
Hoxd10,15205,homeobox D10
Hoxd12,15207,homeobox D12
Hoxd13,15208,homeobox D13
Hoxd3,15209,homeobox D3
Hoxd4,15211,homeobox D4
Hoxd8,15212,homeobox D8
Hoxd9,15213,homeobox D9
Hp,15214,haptoglobin
Hp1bp3,15216,"heterochromatin protein 1, binding protein 3"
Hpse,15217,heparanase
Hpca,15219,hippocalcin
Hpd,15220,4-hydroxyphenylpyruvic acid dioxygenase
Hpgd,15221,hydroxyprostaglandin dehydrogenase 15 (NAD)
Lipc,15225,"lipase, hepatic"
Hpn,15226,hepsin
Hprt,15227,hypoxanthine guanine phosphoribosyl transferase
Hpx,15233,hemopexin
Hr,15235,hairless
Hras,15236,Harvey rat sarcoma virus oncogene
Agfg1,15238,ArfGAP with FG repeats 1
Hrc,15239,histidine rich calcium binding protein
Hrh1,15240,histamine receptor H1
Hrh2,15241,histamine receptor H2
Eif2ak1,15242,eukaryotic translation initiation factor 2 alpha kinase 1
Prmt2,15243,protein arginine N-methyltransferase 2
Prmt1,15244,protein arginine N-methyltransferase 1
Hrsp12,15248,heat-responsive protein 12
Hs3st1,15251,heparan sulfate (glucosamine) 3-O-sulfotransferase 1
Hs3st3a1,15253,heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
Hspa8,15256,heat shock protein 8
Hspa1l,15257,heat shock protein 1-like
Hsd11b1,15258,hydroxysteroid 11-beta dehydrogenase 1
Hsd11b2,15259,hydroxysteroid 11-beta dehydrogenase 2
Hsd17b1,15260,hydroxysteroid (17-beta) dehydrogenase 1
Hsd17b2,15261,hydroxysteroid (17-beta) dehydrogenase 2
Hsd17b4,15263,hydroxysteroid (17-beta) dehydrogenase 4
Hsd17b7,15265,hydroxysteroid (17-beta) dehydrogenase 7
Hsd3b1,15267,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"
Hsd3b2,15268,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
Hsd3b4,15270,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4"
Hsd3b5,15271,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5"
Hsd3b6,15272,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6"
Hsf1,15274,heat shock factor 1
Hsf2,15275,heat shock factor 2
Dnaja1,15277,"DnaJ (Hsp40) homolog, subfamily A, member 1"
Dnajb3,15279,"DnaJ (Hsp40) homolog, subfamily B, member 3"
Hsph1,15280,heat shock 105kDa/110kDa protein 1
Hspb1,15282,heat shock protein 1
Hspd1,15285,heat shock protein 1 (chaperonin)
Hspa2,15287,heat shock protein 2
Hsp90ab1,15291,"heat shock protein 90 alpha (cytosolic), class B member 1"
Hsp90aa1,15294,"heat shock protein 90, alpha (cytosolic), class A member 1"
Hspa4,15300,heat shock protein 4
Hspa9,15301,heat shock protein 9
Hspe1,15303,heat shock protein 1 (chaperonin 10)
Sdc2,15304,syndecan 2
Hspg2,15305,perlecan (heparan sulfate proteoglycan 2)
Ndst1,15306,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
Trmt2a,15322,TRM2 tRNA methyltransferase 2A
Htr1a,15325,5-hydroxytryptamine (serotonin) receptor 1A
Htr1b,15326,5-hydroxytryptamine (serotonin) receptor 1B
Htr1d,15327,5-hydroxytryptamine (serotonin) receptor 1D
Htr1f,15332,5-hydroxytryptamine (serotonin) receptor 1F
Htr2a,15333,5-hydroxytryptamine (serotonin) receptor 2A
Htr2b,15334,5-hydroxytryptamine (serotonin) receptor 2B
Htr2c,15335,5-hydroxytryptamine (serotonin) receptor 2C
Htr3a,15336,5-hydroxytryptamine (serotonin) receptor 3A
Htr4,15337,5 hydroxytryptamine (serotonin) receptor 4
Htr5a,15338,5-hydroxytryptamine (serotonin) receptor 5A
Htr5b,15339,5-hydroxytryptamine (serotonin) receptor 5B
Htr6,15340,5-hydroxytryptamine (serotonin) receptor 6
Htr7,15341,5-hydroxytryptamine (serotonin) receptor 7
Slc6a4,15342,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4"
Elavl1,15343,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)"
Elavl2,15344,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)"
Elavl3,15346,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)"
Hus1,15349,Hus1 homolog (S. pombe)
Hyal1,15361,hyaluronoglucosaminidase 1
Hyal2,15362,hyaluronoglucosaminidase 2
Iapp,15647,islet amyloid polypeptide
Ibsp,15664,integrin binding sialoprotein
Ica1,15666,islet cell autoantigen 1
Icam1,15667,intercellular adhesion molecule 1
Icam2,15669,intercellular adhesion molecule 2
Icam5,15671,"intercellular adhesion molecule 5, telencephalin"
Irf8,15673,interferon regulatory factor 8
Id1,15674,inhibitor of DNA binding 1
Id2,15675,inhibitor of DNA binding 2
Id3,15676,inhibitor of DNA binding 3
Id4,15677,inhibitor of DNA binding 4
Ide,15698,insulin degrading enzyme
Idh1,15699,"isocitrate dehydrogenase 1 (NADP+), soluble"
Idh3g,15702,"isocitrate dehydrogenase 3 (NAD+), gamma"
Ido1,15703,"indoleamine 2,3-dioxygenase 1"
Ids,15704,iduronate 2-sulfatase
Idua,15705,"iduronidase, alpha-L-"
Ier2,15709,immediate early response 2
Ier3,15710,immediate early response 3
Ier5,15712,immediate early response 5
Irgm1,15717,immunity-related GTPase family M member 1
Cxcl10,15718,chemokine (C-X-C motif) ligand 10
Ifi203,15723,interferon activated gene 203
Ifi204,15724,interferon activated gene 204
Ifi47,15726,interferon gamma inducible protein 47
Ifit1,15730,interferon-induced protein with tetratricopeptide repeats 1
Ifit2,15731,interferon-induced protein with tetratricopeptide repeats 2
Ifit3,15732,interferon-induced protein with tetratricopeptide repeats 3
Ifna11,15737,interferon alpha 11
Ifna4,15740,interferon alpha 4
Ifnar1,15748,interferon (alpha and beta) receptor 1
Ifnar2,15749,interferon (alpha and beta) receptor 2
Ifnb1,15750,"interferon beta 1, fibroblast"
Ifng,15751,interferon gamma
Ifngr1,15752,interferon gamma receptor 1
Ifngr2,15753,interferon gamma receptor 2
Ifrd1,15755,interferon-related developmental regulator 1
Ifrd2,15756,interferon-related developmental regulator 2
Cd79b,15758,CD79B antigen
Igf1,15773,insulin-like growth factor 1
Igf1r,15774,insulin-like growth factor I receptor
Igf2,15775,insulin-like growth factor 2
Igf2r,15777,insulin-like growth factor 2 receptor
Igfals,15778,"insulin-like growth factor binding protein, acid labile subunit"
Igfbp1,15779,insulin-like growth factor binding protein 1
Cyr61,15780,cysteine rich protein 61
Igfbp2,15781,insulin-like growth factor binding protein 2
Igfbp3,15782,insulin-like growth factor binding protein 3
Igfbp4,15783,insulin-like growth factor binding protein 4
Igfbp5,15784,insulin-like growth factor binding protein 5
Igfbp6,15785,insulin-like growth factor binding protein 6
Ighm,15792,immunoglobulin heavy constant mu
Igh-VJ558,15834,immunoglobulin heavy chain (J558 family)
Igh-VS107,15838,immunoglobulin heavy chain (S107 family)
Il18bp,15841,interleukin 18 binding protein
Igj,15842,immunoglobulin joining chain
Igtp,15918,interferon gamma induced GTPase
Ihh,15920,Indian hedgehog
Cd74,15922,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
Ikbkb,15923,inhibitor of kappaB kinase beta
Ikbkg,15924,inhibitor of kappaB kinase gamma
Il10,15926,interleukin 10
Il10ra,15927,"interleukin 10 receptor, alpha"
Il10rb,15928,"interleukin 10 receptor, beta"
Il11,15929,interleukin 11
Il11ra1,15930,"interleukin 11 receptor, alpha chain 1"
Il11ra2,15931,"interleukin 11 receptor, alpha chain 2"
Il12a,15932,interleukin 12a
Il12b,15933,interleukin 12b
Il12rb1,15934,"interleukin 12 receptor, beta 1"
Il12rb2,15935,"interleukin 12 receptor, beta 2"
Il13,15936,interleukin 13
Il13ra1,15937,"interleukin 13 receptor, alpha 1"
Il13ra2,15938,"interleukin 13 receptor, alpha 2"
Il15,15941,interleukin 15
Il15ra,15942,"interleukin 15 receptor, alpha chain"
Il16,15943,interleukin 16
Il17a,15944,interleukin 17A
Il17ra,15945,interleukin 17 receptor A
Il18,15946,interleukin 18
Il18rap,15947,interleukin 18 receptor accessory protein
Il1a,15948,interleukin 1 alpha
Il1b,15949,interleukin 1 beta
Il1r1,15950,"interleukin 1 receptor, type I"
Il1r2,15951,"interleukin 1 receptor, type II"
Irak1,15952,interleukin-1 receptor-associated kinase 1
Il1rap,15953,interleukin 1 receptor accessory protein
Il1rn,15954,interleukin 1 receptor antagonist
Il18r1,15955,interleukin 18 receptor 1
Il2ra,15957,"interleukin 2 receptor, alpha chain"
Il2rb,15958,"interleukin 2 receptor, beta chain"
Il2rg,15959,"interleukin 2 receptor, gamma chain"
Il3,15960,interleukin 3
Il4,15962,interleukin 4
Il4ra,15963,"interleukin 4 receptor, alpha"
Il5,15964,interleukin 5
Il5ra,15965,"interleukin 5 receptor, alpha"
Il6,15966,interleukin 6
Il6ra,15967,"interleukin 6 receptor, alpha"
Il6st,15968,interleukin 6 signal transducer
Il7,15969,interleukin 7
Il7r,15970,interleukin 7 receptor
Il9r,15972,interleukin 9 receptor
Ilf3,15974,interleukin enhancer binding factor 3
Ilk,15975,integrin linked kinase
Fabp6,15977,"fatty acid binding protein 6, ileal (gastrotropin)"
Lrig1,15979,leucine-rich repeats and immunoglobulin-like domains 1
Impact,15983,"impact, RWD domain protein"
Kpnb1,15984,karyopherin (importin) beta 1
Incenp,16092,inner centromere protein
Inha,16095,inhibin alpha
Inhba,16096,inhibin beta-A
Inhbb,16097,inhibin beta-B
Inhbc,16098,inhibin beta-C
Inhbe,16099,inhibin beta E
Cep250,16101,centrosomal protein 250
Inpp1,16102,inositol polyphosphate-1-phosphatase
Inpp5b,16103,inositol polyphosphate-5-phosphatase B
Inpp5d,16104,inositol polyphosphate-5-phosphatase D
Inppl1,16105,inositol polyphosphate phosphatase-like 1
Ins1,16106,insulin I
Ins2,16107,insulin II
Insr,16110,insulin receptor
Eif3e,16114,"eukaryotic translation initiation factor 3, subunit E"
Invs,16121,inversin
Ipp,16124,IAP promoted placental gene
Irf1,16135,interferon regulatory factor 1
Irf2,16136,interferon regulatory factor 2
Irf4,16137,interferon regulatory factor 4
Irg1,16138,immunoresponsive gene 1
Irs1,16140,insulin receptor substrate 1
Irs3,16142,insulin receptor substrate 3
Irs4,16143,insulin receptor substrate 4
Irx1,16144,Iroquois related homeobox 1 (Drosophila)
Irx2,16145,Iroquois related homeobox 2 (Drosophila)
Irx3,16146,Iroquois related homeobox 3
Irf9,16164,interferon regulatory factor 9
Isl1,16165,"ISL1 transcription factor, LIM/homeodomain"
Itch,16169,"itchy, E3 ubiquitin protein ligase"
Itga2,16171,integrin alpha 2
Itga2b,16172,integrin alpha 2b
Itga3,16173,integrin alpha 3
Itga4,16174,integrin alpha 4
Itga5,16175,integrin alpha 5 (fibronectin receptor alpha)
Itga6,16176,integrin alpha 6
Itga7,16177,integrin alpha 7
Itgae,16180,"integrin alpha E, epithelial-associated"
Itgal,16181,integrin alpha L
Itgam,16182,integrin alpha M
Itgav,16183,integrin alpha V
Itgax,16184,integrin alpha X
Itgb1,16185,integrin beta 1 (fibronectin receptor beta)
Itgb1bp1,16186,integrin beta 1 binding protein 1
Itgb2,16187,integrin beta 2
Itgb2l,16188,integrin beta 2-like
Itgb3,16189,integrin beta 3
Eif6,16191,eukaryotic translation initiation factor 6
Itgb5,16192,integrin beta 5
Itgb6,16193,integrin beta 6
Itgb7,16194,integrin beta 7
Cd47,16196,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)"
Itih1,16197,"inter-alpha trypsin inhibitor, heavy chain 1"
Itih2,16198,"inter-alpha trypsin inhibitor, heavy chain 2"
Itih3,16199,"inter-alpha trypsin inhibitor, heavy chain 3"
Itih4,16200,"inter alpha-trypsin inhibitor, heavy chain 4"
Itk,16201,IL2 inducible T cell kinase
Itln1,16202,intelectin 1 (galactofuranose binding)
Stt3a,16203,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)"
Itm2a,16204,integral membrane protein 2A
Itm2b,16205,integral membrane protein 2B
Cuzd1,16206,CUB and zona pellucida-like domains 1
Itpa,16207,inosine triphosphatase (nucleoside triphosphate pyrophosphatase)
Itpr1,16211,"inositol 1,4,5-trisphosphate receptor 1"
Itpr2,16212,"inositol 1,4,5-triphosphate receptor 2"
Itpr3,16213,"inositol 1,4,5-triphosphate receptor 3"
Itsn1,16216,intersectin 1 (SH3 domain protein 1A)
Jag1,16222,jagged 1
Jag2,16223,jagged 2
Jak1,16224,Janus kinase 1
Jak2,16225,Janus kinase 2
Jak3,16226,Janus kinase 3
F11r,16229,F11 receptor
Atcay,16240,"ataxia, cerebellar, Cayman type homolog (human)"
Jarid2,16241,"jumonji, AT rich interactive domain 2"
Jrk,16242,jerky
Ush1g,16243,Usher syndrome 1G
Ajuba,16248,ajuba LIM protein
Jun,16249,jun proto-oncogene
Junb,16250,jun B proto-oncogene
Jund,16251,jun D proto-oncogene
Jup,16253,junction plakoglobin
Kcna1,16258,"potassium voltage-gated channel, shaker-related subfamily, member 1"
Kcna2,16263,"potassium voltage-gated channel, shaker-related subfamily, member 2"
Kcna3,16264,"potassium voltage-gated channel, shaker-related subfamily, member 3"
Kcna4,16265,"potassium voltage-gated channel, shaker-related subfamily, member 4"
Kcna5,16266,"potassium voltage-gated channel, shaker-related subfamily, member 5"
Kcna6,16267,"potassium voltage-gated channel, shaker-related, subfamily, member 6"
Kcna7,16268,"potassium voltage-gated channel, shaker-related subfamily, member 7"
Kcnab1,16270,"potassium voltage-gated channel, shaker-related subfamily, beta member 1"
Kcnab2,16271,"potassium voltage-gated channel, shaker-related subfamily, beta member 2"
Kcnab3,16272,"potassium voltage-gated channel, shaker-related subfamily, beta member 3"
Kcnb1,16273,"potassium voltage gated channel, Shab-related subfamily, member 1"
Kcnc1,16275,"potassium voltage gated channel, Shaw-related subfamily, member 1"
Kcnc3,16277,"potassium voltage gated channel, Shaw-related subfamily, member 3"
Kcnd1,16279,"potassium voltage-gated channel, Shal-related family, member 1"
Kcnd2,16281,"potassium voltage-gated channel, Shal-related family, member 2"
Kcnh1,16283,"potassium voltage-gated channel, subfamily H (eag-related), member 1"
Kcnh2,16284,"potassium voltage-gated channel, subfamily H (eag-related), member 2"
Kcnh3,16285,"potassium voltage-gated channel, subfamily H (eag-related), member 3"
Kcnj10,16286,"potassium inwardly-rectifying channel, subfamily J, member 10"
Kcnj11,16287,"potassium inwardly rectifying channel, subfamily J, member 11"
Kcnj12,16288,"potassium inwardly-rectifying channel, subfamily J, member 12"
Kcnj15,16289,"potassium inwardly-rectifying channel, subfamily J, member 15"
Kcnj16,16290,"potassium inwardly-rectifying channel, subfamily J, member 16"
Kcnj2,16291,"potassium inwardly-rectifying channel, subfamily J, member 2"
Kcnj3,16292,"potassium inwardly-rectifying channel, subfamily J, member 3"
Kcnj4,16293,"potassium inwardly-rectifying channel, subfamily J, member 4"
Kcnj5,16294,"potassium inwardly-rectifying channel, subfamily J, member 5"
Kcnj6,16295,"potassium inwardly-rectifying channel, subfamily J, member 6"
Kcnj8,16296,"potassium inwardly-rectifying channel, subfamily J, member 8"
Kcnj9,16297,"potassium inwardly-rectifying channel, subfamily J, member 9"
Kcnk1,16298,"potassium channel, subfamily K, member 1"
Kcnk2,16299,"potassium channel, subfamily K, member 2"
Kcnk4,16301,"potassium channel, subfamily K, member 4"
Kcnk5,16302,"potassium channel, subfamily K, member 5"
Kcnk7,16303,"potassium channel, subfamily K, member 7"
Kcnma1,16304,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1"
Kcnu1,16305,"potassium channel, subfamily U, member 1"
Kcnmb1,16306,"potassium large conductance calcium-activated channel, subfamily M, beta member 1"
Kcnn4,16307,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4"
Kcnq1,16308,"potassium voltage-gated channel, subfamily Q, member 1"
Kcnq2,16309,"potassium voltage-gated channel, subfamily Q, member 2"
Kcns2,16312,"K+ voltage-gated channel, subfamily S, 2"
Napsa,16314,napsin A aspartic peptidase
Kdr,16315,kinase insert domain protein receptor
Mdfic,16316,MyoD family inhibitor domain containing
Kera,16318,keratocan
Khk,16321,ketohexokinase
Khsrp,16322,KH-type splicing regulatory protein
Kif11,16324,kinesin family member 11
Kif12,16325,kinesin family member 12
Kif13a,16326,kinesin family member 13A
Kif13b,16327,kinesin family member 13B
Kif16b,16331,kinesin family member 16B
Kif17,16332,kinesin family member 17
Kif1a,16333,kinesin family member 1A
Kif1b,16334,kinesin family member 1B
Kif1c,16335,kinesin family member 1C
Kif2a,16336,kinesin family member 2A
Kif21a,16337,kinesin family member 21A
Kif21b,16338,kinesin family member 21B
Kif3a,16341,kinesin family member 3A
Kif3b,16342,kinesin family member 3B
Kif3c,16343,kinesin family member 3C
Kif4,16344,kinesin family member 4
Kif5a,16345,kinesin family member 5A
Kif5b,16346,kinesin family member 5B
Kif5c,16347,kinesin family member 5C
Kif7,16349,kinesin family member 7
Kif9,16351,kinesin family member 9
Kifap3,16352,kinesin-associated protein 3
Kifc5b,16353,kinesin family member C5B
Kifc2,16354,kinesin family member C2
Kifc3,16355,kinesin family member C3
Kin,16361,antigenic determinant of rec-A protein
Uhmk1,16362,U2AF homology motif (UHM) kinase 1
Kit,16363,kit oncogene
Kl,16364,klotho
Fabp5,16365,"fatty acid binding protein 5, epidermal"
Klc1,16366,kinesin light chain 1
Klc2,16367,kinesin light chain 2
Klf1,16369,Kruppel-like factor 1 (erythroid)
Klf12,16370,Kruppel-like factor 12
Klf2,16371,Kruppel-like factor 2 (lung)
Klf3,16372,Kruppel-like factor 3 (basic)
Klf4,16373,Kruppel-like factor 4 (gut)
Klf9,16374,Kruppel-like factor 9
Klk1b7-ps,16377,"kallikrein 1-related peptidase b7, pseudogene"
Klk1,16385,kallikrein 1
Klk1b16,16388,kallikrein 1-related peptidase b16
Klk1b26,16391,kallikrein 1-related petidase b26
Klkb1,16394,"kallikrein B, plasma 1"
Klk1b1,16396,kallikrein 1-related peptidase b1
Klk1b8,16397,kallikrein 1-related peptidase b8
Serpina3c,16398,"serine (or cysteine) peptidase inhibitor, clade A, member 3C"
Klra2,16405,"killer cell lectin-like receptor, subfamily A, member 2"
Klra8,16411,"killer cell lectin-like receptor, subfamily A, member 8"
Klrd1,16415,"killer cell lectin-like receptor, subfamily D, member 1"
Kng1,16416,kininogen 1
